               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 123,            0.035535,            0.017128,           0.0053194,             0.81255,             0.80537,             0.83615,              0.5008,            0.024335,           0.0064059,            0.010103,            0.003961,            0.003961,            0.003961
                 124,            0.035656,            0.016894,           0.0052595,             0.81356,             0.80642,             0.83721,             0.50231,              0.0243,           0.0063925,             0.01012,           0.0039115,           0.0039115,           0.0039115
                 125,            0.035352,            0.016981,           0.0053256,             0.81434,             0.80841,             0.83891,             0.50353,            0.024264,           0.0063797,            0.010126,            0.003862,            0.003862,            0.003862
                 126,             0.03563,            0.017141,           0.0053406,              0.8175,             0.80995,             0.84053,             0.50476,            0.024218,           0.0063673,            0.010138,           0.0038125,           0.0038125,           0.0038125
                 127,            0.035373,            0.016899,           0.0054518,             0.82037,             0.81144,             0.84207,             0.50723,            0.024181,           0.0063549,            0.010147,            0.003763,            0.003763,            0.003763
                 128,            0.035159,            0.016995,           0.0052174,             0.82177,             0.81068,             0.84314,             0.50864,            0.024139,           0.0063426,            0.010158,           0.0037135,           0.0037135,           0.0037135
                 129,            0.035265,            0.016947,           0.0053995,             0.82192,             0.81286,             0.84395,             0.51035,            0.024091,           0.0063324,             0.01017,            0.003664,            0.003664,            0.003664
                 130,              0.0352,            0.016845,           0.0049972,             0.81896,              0.8164,             0.84487,             0.51191,            0.024051,           0.0063214,            0.010181,           0.0036145,           0.0036145,           0.0036145
                 131,            0.035019,            0.016819,           0.0050858,             0.82126,             0.81759,             0.84638,             0.51391,            0.024019,           0.0063109,             0.01019,            0.003565,            0.003565,            0.003565
                 132,            0.034994,            0.016843,           0.0050628,             0.82391,             0.81375,             0.84598,             0.51447,            0.023976,           0.0062989,            0.010196,           0.0035155,           0.0035155,           0.0035155
                 133,            0.034811,            0.016733,           0.0048517,             0.82296,             0.81604,             0.84668,             0.51542,            0.023933,            0.006287,            0.010197,            0.003466,            0.003466,            0.003466
                 134,            0.034698,            0.016711,           0.0047862,             0.82166,             0.81431,             0.84696,             0.51726,            0.023897,           0.0062742,            0.010206,           0.0034165,           0.0034165,           0.0034165
                 135,            0.034606,            0.016627,           0.0047367,             0.82161,             0.81574,             0.84809,             0.51867,            0.023869,           0.0062636,            0.010216,            0.003367,            0.003367,            0.003367
                 136,            0.034556,            0.016589,           0.0048462,             0.82468,             0.82064,             0.85043,             0.51978,            0.023833,           0.0062508,            0.010219,           0.0033175,           0.0033175,           0.0033175
                 137,            0.034605,            0.016668,           0.0047856,             0.82758,             0.82123,             0.85202,             0.52134,            0.023796,           0.0062381,            0.010231,            0.003268,            0.003268,            0.003268
                 138,             0.03422,            0.016577,            0.004688,             0.82807,             0.82288,             0.85336,             0.52308,            0.023762,           0.0062245,            0.010233,           0.0032185,           0.0032185,           0.0032185
                 139,            0.034083,            0.016544,           0.0049337,             0.83053,              0.8232,             0.85496,             0.52408,            0.023719,            0.006212,            0.010236,            0.003169,            0.003169,            0.003169
                 140,            0.034287,            0.016539,           0.0047871,             0.83146,              0.8252,             0.85587,             0.52556,            0.023674,           0.0061995,            0.010241,           0.0031195,           0.0031195,           0.0031195
                 141,            0.034228,             0.01652,           0.0046188,             0.83216,              0.8268,              0.8567,             0.52661,            0.023637,           0.0061872,            0.010245,             0.00307,             0.00307,             0.00307
                 142,             0.03401,             0.01639,           0.0045163,             0.83141,             0.82945,              0.8577,              0.5293,            0.023595,           0.0061731,            0.010258,           0.0030205,           0.0030205,           0.0030205
                 143,            0.033968,            0.016463,           0.0044596,             0.83094,              0.8312,             0.85873,             0.53052,            0.023547,           0.0061623,            0.010267,            0.002971,            0.002971,            0.002971
                 144,            0.033619,            0.016309,           0.0044964,             0.83259,             0.83148,             0.86007,               0.532,            0.023508,           0.0061499,            0.010275,           0.0029215,           0.0029215,           0.0029215
                 145,            0.033737,            0.016308,           0.0043533,             0.83504,             0.83185,             0.86102,             0.53329,            0.023464,           0.0061376,             0.01028,            0.002872,            0.002872,            0.002872
                 146,            0.033912,              0.0163,           0.0043692,             0.83822,              0.8344,             0.86334,             0.53528,            0.023427,           0.0061249,            0.010293,           0.0028225,           0.0028225,           0.0028225
                 147,             0.03363,            0.016201,           0.0044307,             0.83777,             0.83511,             0.86405,             0.53629,             0.02339,           0.0061137,            0.010296,            0.002773,            0.002773,            0.002773
                 148,            0.033723,            0.016054,            0.004223,             0.83833,             0.83566,             0.86521,             0.53823,            0.023351,           0.0061004,            0.010299,           0.0027235,           0.0027235,           0.0027235
                 149,            0.033325,             0.01614,            0.004272,              0.8374,             0.83968,             0.86607,             0.53939,            0.023313,           0.0060882,            0.010294,            0.002674,            0.002674,            0.002674
                 150,            0.033484,            0.016032,            0.004233,             0.83921,              0.8399,             0.86783,             0.54117,            0.023278,           0.0060772,            0.010276,           0.0026245,           0.0026245,           0.0026245
                 151,            0.033239,             0.01616,           0.0042462,             0.84404,             0.84191,              0.8699,             0.54293,            0.023241,           0.0060649,            0.010266,            0.002575,            0.002575,            0.002575
                 152,            0.033246,            0.015993,           0.0040088,             0.84515,              0.8419,             0.87096,              0.5451,            0.023199,           0.0060542,            0.010256,           0.0025255,           0.0025255,           0.0025255
                 153,            0.033082,            0.015932,           0.0040835,             0.84536,             0.84413,             0.87187,             0.54657,            0.023162,            0.006044,            0.010249,            0.002476,            0.002476,            0.002476
