               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 136,            0.034288,            0.016384,           0.0041946,              0.8195,             0.81336,             0.83961,             0.52665,            0.023405,           0.0061626,           0.0092684,           0.0033175,           0.0033175,           0.0033175
                 137,            0.034157,            0.016431,           0.0042083,             0.82028,             0.81297,             0.84079,             0.52767,            0.023374,           0.0061518,            0.009265,            0.003268,            0.003268,            0.003268
                 138,             0.03415,             0.01638,           0.0042967,             0.82052,              0.8145,             0.84246,             0.52911,            0.023348,           0.0061415,           0.0092581,           0.0032185,           0.0032185,           0.0032185
                 139,            0.034074,            0.016378,           0.0041411,              0.8196,             0.81584,             0.84394,             0.53026,            0.023318,           0.0061316,           0.0092554,            0.003169,            0.003169,            0.003169
                 140,            0.033929,            0.016347,           0.0042516,             0.82348,             0.81599,             0.84547,             0.53187,            0.023291,           0.0061222,           0.0092514,           0.0031195,           0.0031195,           0.0031195
                 141,              0.0341,             0.01634,           0.0040264,             0.82407,             0.81619,             0.84625,             0.53392,            0.023254,           0.0061131,           0.0092553,             0.00307,             0.00307,             0.00307
                 142,            0.033599,            0.016156,           0.0039331,             0.82465,             0.81994,             0.84819,             0.53541,            0.023221,           0.0061025,           0.0092452,           0.0030205,           0.0030205,           0.0030205
                 143,            0.033752,            0.016245,           0.0039341,              0.8257,             0.82044,              0.8493,              0.5371,            0.023185,           0.0060911,           0.0092324,            0.002971,            0.002971,            0.002971
                 144,            0.033729,            0.016116,           0.0038517,             0.82612,             0.82015,             0.85021,             0.53814,            0.023155,           0.0060795,           0.0092377,           0.0029215,           0.0029215,           0.0029215
                 145,            0.033468,            0.016118,           0.0037295,             0.82773,             0.82164,              0.8532,             0.53922,            0.023128,           0.0060684,           0.0092357,            0.002872,            0.002872,            0.002872
                 146,            0.033226,             0.01613,           0.0036871,             0.82824,             0.82244,               0.854,             0.54088,            0.023094,            0.006057,           0.0092422,           0.0028225,           0.0028225,           0.0028225
                 147,            0.033592,            0.016112,           0.0039217,             0.82857,             0.82508,             0.85502,             0.54246,            0.023062,           0.0060468,           0.0092363,            0.002773,            0.002773,            0.002773
                 148,            0.033297,            0.015991,           0.0037328,             0.83255,             0.82443,             0.85632,             0.54331,            0.023035,           0.0060356,           0.0092263,           0.0027235,           0.0027235,           0.0027235
                 149,            0.033043,            0.015863,           0.0035593,             0.83262,             0.82755,             0.85725,             0.54397,            0.022999,           0.0060251,           0.0092113,            0.002674,            0.002674,            0.002674
                 150,            0.033042,            0.015865,           0.0035615,             0.83264,             0.82924,               0.858,             0.54597,             0.02296,           0.0060148,           0.0092138,           0.0026245,           0.0026245,           0.0026245
                 151,            0.032774,            0.015927,           0.0034106,             0.83768,             0.83098,             0.86068,             0.54745,            0.022926,           0.0060046,           0.0092088,            0.002575,            0.002575,            0.002575
                 152,            0.032686,            0.015832,            0.003414,             0.84023,              0.8319,             0.86207,             0.54983,            0.022896,           0.0059943,           0.0092065,           0.0025255,           0.0025255,           0.0025255
                 153,             0.03266,            0.015789,           0.0036266,             0.84059,             0.83187,             0.86328,             0.55133,            0.022866,           0.0059829,           0.0091881,            0.002476,            0.002476,            0.002476
