               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.033554,            0.016217,           0.0034711,              0.9205,             0.75863,             0.92383,             0.61156,            0.023496,           0.0066032,           0.0026537,            0.002377,            0.002377,            0.002377
                 156,            0.033552,            0.016389,           0.0035203,             0.92056,             0.75771,             0.92504,             0.61243,            0.023457,           0.0065906,           0.0026486,           0.0023275,           0.0023275,           0.0023275
                 157,             0.03319,            0.016161,           0.0032552,             0.92119,             0.75971,             0.92552,              0.6131,            0.023413,           0.0065777,             0.00265,            0.002278,            0.002278,            0.002278
                 158,            0.033071,            0.016135,           0.0033421,             0.92267,             0.76068,             0.92627,             0.61386,            0.023376,            0.006565,           0.0026587,           0.0022285,           0.0022285,           0.0022285
                 159,            0.032979,            0.016109,           0.0033248,             0.92357,             0.76098,             0.92708,             0.61511,            0.023332,           0.0065523,           0.0026546,            0.002179,            0.002179,            0.002179
                 160,            0.032979,            0.015928,           0.0031068,             0.92409,             0.76188,              0.9274,             0.61581,            0.023288,           0.0065391,            0.002656,           0.0021295,           0.0021295,           0.0021295
                 161,            0.032948,            0.016001,           0.0030872,             0.92651,             0.76189,             0.92783,             0.61692,            0.023251,           0.0065265,           0.0026726,             0.00208,             0.00208,             0.00208
                 162,            0.032843,            0.016005,           0.0032434,             0.92789,             0.76294,             0.92846,              0.6179,            0.023205,           0.0065119,           0.0026836,           0.0020305,           0.0020305,           0.0020305
                 163,            0.032823,            0.015912,           0.0032196,             0.92931,              0.7645,             0.92962,             0.61838,            0.023164,           0.0064991,           0.0026871,            0.001981,            0.001981,            0.001981
                 164,            0.032427,            0.015941,           0.0029242,             0.92969,             0.76494,             0.92996,             0.62035,            0.023121,           0.0064846,           0.0027068,           0.0019315,           0.0019315,           0.0019315
                 165,            0.032601,            0.015925,           0.0029584,             0.92932,             0.76534,              0.9301,             0.62129,            0.023078,            0.006472,           0.0027245,            0.001882,            0.001882,            0.001882
                 166,            0.032288,            0.015773,           0.0030059,             0.92877,              0.7658,              0.9306,             0.62312,            0.023025,           0.0064583,           0.0027461,           0.0018325,           0.0018325,           0.0018325
                 167,            0.032166,            0.015758,           0.0027747,             0.92849,             0.76735,             0.93107,             0.62384,            0.022976,           0.0064453,           0.0027565,            0.001783,            0.001783,            0.001783
                 168,            0.032219,            0.015636,           0.0027378,             0.92805,             0.76842,             0.93146,             0.62506,            0.022925,           0.0064328,           0.0027663,           0.0017335,           0.0017335,           0.0017335
                 169,            0.032103,            0.015726,           0.0029596,             0.92877,             0.76849,             0.93183,             0.62607,            0.022875,           0.0064204,           0.0027849,            0.001684,            0.001684,            0.001684
                 170,            0.031873,            0.015699,           0.0027853,               0.926,             0.77127,              0.9323,             0.62715,            0.022823,           0.0064062,           0.0027895,           0.0016345,           0.0016345,           0.0016345
                 171,            0.031516,            0.015464,           0.0026851,             0.92617,             0.77009,              0.9326,             0.62785,            0.022778,           0.0063919,           0.0028213,            0.001585,            0.001585,            0.001585
                 172,            0.031583,            0.015508,           0.0026815,              0.9234,             0.77417,             0.93295,             0.62966,            0.022728,           0.0063786,            0.002845,           0.0015355,           0.0015355,           0.0015355
                 173,            0.031496,            0.015392,           0.0026757,             0.91948,             0.77608,             0.93283,             0.63089,            0.022679,           0.0063666,           0.0028401,            0.001486,            0.001486,            0.001486
                 174,            0.031428,            0.015513,           0.0026616,             0.91998,             0.77772,             0.93352,             0.63225,            0.022628,           0.0063536,           0.0028371,           0.0014365,           0.0014365,           0.0014365
                 175,            0.031661,            0.015404,           0.0026878,             0.91984,             0.78154,             0.93437,             0.63402,            0.022579,           0.0063386,           0.0028319,            0.001387,            0.001387,            0.001387
                 176,            0.031163,            0.015383,           0.0027051,              0.9242,             0.77882,             0.93495,             0.63517,            0.022531,           0.0063251,           0.0028354,           0.0013375,           0.0013375,           0.0013375
                 177,            0.031324,            0.015328,           0.0026891,             0.92614,             0.77728,             0.93556,             0.63645,            0.022483,           0.0063127,           0.0028353,            0.001288,            0.001288,            0.001288
                 178,            0.030941,            0.015295,           0.0025608,             0.92426,             0.77955,             0.93611,             0.63767,            0.022433,           0.0063008,           0.0028403,           0.0012385,           0.0012385,           0.0012385
                 179,            0.030684,            0.015222,            0.002461,              0.9224,             0.78196,             0.93721,             0.63854,            0.022387,           0.0062885,            0.002858,            0.001189,            0.001189,            0.001189
                 180,            0.030903,            0.015254,           0.0025232,             0.91576,             0.78926,              0.9384,             0.64038,            0.022339,           0.0062756,           0.0028738,           0.0011395,           0.0011395,           0.0011395
                 181,            0.030664,            0.015171,           0.0024357,              0.9155,             0.79084,             0.93864,             0.64119,            0.022294,           0.0062633,           0.0028831,             0.00109,             0.00109,             0.00109
                 182,            0.030412,            0.015015,           0.0023381,             0.91352,             0.79239,             0.93923,             0.64278,            0.022248,             0.00625,           0.0028781,           0.0010405,           0.0010405,           0.0010405
                 183,            0.030252,            0.014965,           0.0023385,             0.89622,             0.80527,             0.93954,             0.64424,            0.022202,           0.0062369,           0.0028689,            0.000991,            0.000991,            0.000991
                 184,            0.030423,            0.015013,           0.0021856,             0.89749,             0.80525,             0.93979,              0.6451,            0.022157,           0.0062247,           0.0028623,           0.0009415,           0.0009415,           0.0009415
                 185,             0.02999,            0.015005,           0.0022863,             0.89303,             0.80684,             0.94015,              0.6465,            0.022108,           0.0062133,           0.0028543,            0.000892,            0.000892,            0.000892
                 186,            0.030111,            0.015014,           0.0022035,             0.89451,             0.80855,             0.94055,             0.64759,            0.022062,           0.0062029,           0.0028575,           0.0008425,           0.0008425,           0.0008425
                 187,            0.029868,            0.014795,            0.002134,             0.89494,             0.80944,             0.94079,             0.64927,            0.022015,           0.0061913,           0.0028577,            0.000793,            0.000793,            0.000793
                 188,             0.02984,            0.014744,           0.0022754,             0.89607,             0.80886,             0.94137,             0.65037,            0.021965,           0.0061799,           0.0028628,           0.0007435,           0.0007435,           0.0007435
                 189,            0.029726,            0.014744,           0.0021342,             0.89687,             0.80899,             0.94106,             0.65169,            0.021918,           0.0061683,           0.0028646,            0.000694,            0.000694,            0.000694
                 190,            0.029525,            0.014747,           0.0022688,             0.89763,             0.80904,             0.94127,             0.65312,            0.021875,            0.006158,           0.0028781,           0.0006445,           0.0006445,           0.0006445
                 191,            0.029148,            0.014733,           0.0020352,             0.88943,               0.819,             0.94149,             0.65399,            0.021827,           0.0061472,           0.0028864,            0.000595,            0.000595,            0.000595
                 192,            0.029287,            0.014515,           0.0020265,              0.8897,             0.81959,             0.94182,              0.6553,            0.021781,           0.0061368,           0.0028864,           0.0005455,           0.0005455,           0.0005455
                 193,             0.02934,            0.014461,           0.0020179,             0.88921,             0.82062,             0.94217,             0.65679,            0.021735,           0.0061268,           0.0028902,            0.000496,            0.000496,            0.000496
                 194,            0.029031,            0.014543,            0.002095,             0.89024,             0.82053,             0.94233,             0.65812,            0.021691,           0.0061169,           0.0028883,           0.0004465,           0.0004465,           0.0004465
                 195,            0.028908,            0.014521,           0.0019191,             0.88967,             0.82177,             0.94262,              0.6591,            0.021646,            0.006108,           0.0028873,            0.000397,            0.000397,            0.000397
                 196,             0.02869,            0.014397,           0.0020423,              0.8868,             0.82417,             0.94306,             0.66001,            0.021599,           0.0060978,           0.0029002,           0.0003475,           0.0003475,           0.0003475
                 197,            0.028818,            0.014387,           0.0018591,             0.88548,               0.825,             0.94344,             0.66069,             0.02156,           0.0060886,           0.0029079,            0.000298,            0.000298,            0.000298
                 198,            0.028576,            0.014433,           0.0019492,              0.8847,              0.8252,             0.94372,             0.66155,            0.021515,            0.006079,           0.0029161,           0.0002485,           0.0002485,           0.0002485
                 199,            0.028339,            0.014294,           0.0019672,             0.88444,             0.82564,             0.94399,             0.66291,            0.021472,           0.0060696,           0.0029196,            0.000199,            0.000199,            0.000199
