               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 110,            0.037552,             0.01788,           0.0050194,             0.81638,             0.76065,               0.888,             0.54352,            0.025132,           0.0071992,           0.0028169,           0.0046045,           0.0046045,           0.0046045
                 111,            0.037699,            0.017985,           0.0051623,             0.81709,             0.76331,             0.89054,               0.545,            0.025096,           0.0071846,           0.0028155,            0.004555,            0.004555,            0.004555
                 112,            0.037388,            0.017899,           0.0051781,             0.81934,             0.76644,              0.8925,             0.54563,            0.025064,           0.0071733,           0.0028108,           0.0045055,           0.0045055,           0.0045055
                 113,            0.037409,            0.017904,            0.005089,             0.81684,             0.76761,             0.89272,             0.56239,            0.025029,           0.0071602,           0.0027937,            0.004456,            0.004456,            0.004456
                 114,            0.037262,            0.017788,           0.0048213,             0.81865,              0.7666,             0.89282,             0.56284,            0.024996,            0.007148,           0.0027917,           0.0044065,           0.0044065,           0.0044065
                 115,            0.037399,            0.017836,           0.0051501,              0.8221,              0.7674,             0.89445,             0.56428,            0.024955,           0.0071349,            0.002789,            0.004357,            0.004357,            0.004357
                 116,            0.037085,             0.01777,           0.0049921,             0.82968,             0.76624,              0.8958,             0.56444,            0.024913,           0.0071218,           0.0027901,           0.0043075,           0.0043075,           0.0043075
                 117,            0.037047,            0.017666,           0.0048252,              0.8335,             0.76365,             0.89615,             0.56497,            0.024883,           0.0071104,           0.0027795,            0.004258,            0.004258,            0.004258
                 118,            0.036674,            0.017699,           0.0048866,             0.83957,             0.76252,             0.89713,             0.56558,            0.024843,           0.0070983,           0.0027834,           0.0042085,           0.0042085,           0.0042085
                 119,            0.036874,            0.017522,           0.0048822,             0.84393,             0.76115,             0.89794,             0.56633,            0.024806,           0.0070841,           0.0027774,            0.004159,            0.004159,            0.004159
                 120,             0.03666,             0.01753,           0.0047491,             0.85212,             0.75978,             0.89871,             0.56712,            0.024771,           0.0070716,           0.0027783,           0.0041095,           0.0041095,           0.0041095
                 121,            0.036592,            0.017512,           0.0043774,             0.85766,             0.75896,             0.89946,             0.56821,             0.02473,           0.0070586,           0.0027776,             0.00406,             0.00406,             0.00406
                 122,            0.036506,            0.017418,           0.0045385,             0.86454,             0.75814,             0.90021,             0.56984,             0.02469,           0.0070456,           0.0027768,           0.0040105,           0.0040105,           0.0040105
                 123,            0.036354,            0.017583,           0.0048816,              0.8713,             0.75552,             0.90142,               0.571,            0.024661,           0.0070348,            0.002773,            0.003961,            0.003961,            0.003961
                 124,            0.036339,            0.017426,           0.0045946,             0.87642,             0.75376,             0.90242,             0.57154,            0.024632,           0.0070218,           0.0027583,           0.0039115,           0.0039115,           0.0039115
                 125,            0.036166,            0.017362,           0.0044516,              0.8788,             0.75327,              0.9032,             0.57257,            0.024596,           0.0070083,           0.0027494,            0.003862,            0.003862,            0.003862
                 126,            0.036158,            0.017369,           0.0041924,             0.88151,             0.75305,             0.90421,              0.5738,            0.024563,           0.0069962,           0.0027375,           0.0038125,           0.0038125,           0.0038125
                 127,            0.036088,            0.017381,           0.0043997,             0.88398,             0.75253,             0.90476,             0.57496,            0.024532,           0.0069838,           0.0027214,            0.003763,            0.003763,            0.003763
                 128,            0.036168,             0.01731,           0.0045271,              0.8872,             0.75302,              0.9053,              0.5758,            0.024495,           0.0069723,            0.002707,           0.0037135,           0.0037135,           0.0037135
                 129,            0.036183,            0.017221,           0.0043646,             0.89081,             0.75271,             0.90642,             0.57657,            0.024462,           0.0069617,           0.0026935,            0.003664,            0.003664,            0.003664
                 130,             0.03598,            0.017154,           0.0043171,              0.8913,             0.75319,             0.90647,             0.57723,             0.02443,           0.0069488,           0.0026861,           0.0036145,           0.0036145,           0.0036145
                 131,            0.035737,            0.017109,            0.004346,             0.89319,             0.75325,             0.90707,             0.57811,            0.024397,           0.0069359,           0.0026813,            0.003565,            0.003565,            0.003565
                 132,            0.035833,             0.01717,           0.0044841,              0.8967,             0.75261,             0.90739,             0.57937,            0.024354,           0.0069233,           0.0026762,           0.0035155,           0.0035155,           0.0035155
                 133,            0.035581,            0.017185,           0.0042224,             0.89722,             0.75306,             0.90792,             0.58042,            0.024317,           0.0069106,           0.0026573,            0.003466,            0.003466,            0.003466
                 134,            0.035535,             0.01703,           0.0040397,              0.8977,             0.75389,             0.90851,             0.58088,            0.024281,           0.0068972,           0.0026559,           0.0034165,           0.0034165,           0.0034165
                 135,            0.035129,            0.017172,           0.0039003,             0.90051,             0.75303,             0.90951,             0.58198,            0.024248,           0.0068833,           0.0026579,            0.003367,            0.003367,            0.003367
                 136,             0.03567,             0.01688,           0.0043076,             0.90183,             0.75389,             0.91043,             0.58286,            0.024218,           0.0068688,           0.0026656,           0.0033175,           0.0033175,           0.0033175
                 137,            0.035365,            0.016878,           0.0041104,             0.90158,             0.75457,             0.91106,             0.58356,            0.024183,           0.0068553,           0.0026541,            0.003268,            0.003268,            0.003268
                 138,            0.035534,            0.016844,           0.0041348,             0.90259,             0.75551,             0.91193,             0.58385,            0.024153,            0.006842,           0.0026434,           0.0032185,           0.0032185,           0.0032185
                 139,            0.035241,            0.016818,           0.0039399,             0.90454,             0.75584,             0.91269,             0.59319,            0.024115,            0.006829,           0.0026498,            0.003169,            0.003169,            0.003169
                 140,            0.034864,            0.016879,           0.0039191,             0.90639,              0.7553,             0.91306,             0.59395,            0.024079,           0.0068167,           0.0026471,           0.0031195,           0.0031195,           0.0031195
                 141,            0.035033,            0.016752,           0.0038444,              0.9087,             0.75536,             0.91404,             0.59512,            0.024041,           0.0068023,           0.0026481,             0.00307,             0.00307,             0.00307
                 142,            0.034714,            0.016856,           0.0036683,             0.91045,             0.75521,             0.91471,             0.59642,             0.02401,           0.0067884,           0.0026558,           0.0030205,           0.0030205,           0.0030205
                 143,            0.034686,            0.016841,           0.0039102,             0.91037,             0.75543,             0.91513,             0.59749,            0.023975,           0.0067749,           0.0026572,            0.002971,            0.002971,            0.002971
                 144,            0.034767,            0.016726,           0.0036864,             0.91053,             0.75599,             0.91556,             0.59869,            0.023943,           0.0067608,           0.0026542,           0.0029215,           0.0029215,           0.0029215
                 145,            0.034404,             0.01675,           0.0034537,             0.90976,             0.75761,             0.91698,             0.59984,            0.023908,           0.0067474,           0.0026512,            0.002872,            0.002872,            0.002872
                 146,            0.034557,            0.016591,           0.0037564,             0.90987,             0.75848,              0.9184,              0.6018,            0.023873,           0.0067313,           0.0026503,           0.0028225,           0.0028225,           0.0028225
                 147,            0.034194,            0.016694,           0.0036493,             0.91158,             0.75692,             0.91892,             0.60297,            0.023836,           0.0067165,           0.0026549,            0.002773,            0.002773,            0.002773
                 148,            0.034249,            0.016521,           0.0035681,             0.91346,             0.75587,             0.91906,             0.60399,            0.023798,           0.0067008,           0.0026572,           0.0027235,           0.0027235,           0.0027235
                 149,            0.034513,            0.016521,           0.0034736,             0.91389,             0.75731,             0.92054,             0.60536,             0.02375,           0.0066863,            0.002658,            0.002674,            0.002674,            0.002674
                 150,            0.033987,            0.016541,           0.0036227,             0.91348,             0.75782,             0.92156,             0.60665,            0.023706,           0.0066716,           0.0026502,           0.0026245,           0.0026245,           0.0026245
                 151,            0.033882,            0.016457,           0.0034895,             0.91575,             0.75801,             0.92202,             0.60695,            0.023666,           0.0066566,           0.0026506,            0.002575,            0.002575,            0.002575
                 152,            0.033782,            0.016317,           0.0034805,             0.91442,             0.75965,             0.92255,             0.60808,            0.023625,           0.0066435,           0.0026585,           0.0025255,           0.0025255,           0.0025255
                 153,              0.0338,              0.0163,           0.0034539,             0.91503,             0.75956,              0.9229,             0.60968,            0.023589,           0.0066312,           0.0026577,            0.002476,            0.002476,            0.002476
                 154,            0.033641,            0.016247,           0.0034391,             0.91875,             0.75829,             0.92342,             0.61096,            0.023544,           0.0066169,           0.0026579,           0.0024265,           0.0024265,           0.0024265
